date,store_id,product_sku,category,units_received,units_sold,units_wasted,unit_cost
2025-12-03,S-10,FP-001,Fresh Produce,117,107,10,2.49
2025-12-01,S-06,PT-005,Pantry,60,57,1,4.99
2025-12-02,S-03,HL-004,Health,85,81,1,9.99
2025-10-29,S-10,DA-004,Dairy,26,22,1,3.29
2025-12-01,S-09,FP-003,Fresh Produce,84,75,4,4.29
2025-10-23,S-08,DA-003,Dairy,109,101,6,6.99
2025-12-28,S-01,FP-001,Fresh Produce,106,99,3,2.49
2025-10-13,S-06,BV-004,Beverages,98,96,1,4.49
2025-12-10,S-05,FZ-001,Frozen,54,51,1,8.99
2025-11-16,S-03,MT-002,Meat,74,67,2,7.49
2025-11-17,S-06,SN-001,Snacks,55,53,1,4.29
2025-12-13,S-03,PT-002,Pantry,107,107,0,2.49
2025-11-04,S-04,PT-001,Pantry,75,73,1,1.99
2025-10-19,S-03,MT-001,Meat,21,18,0,9.99
2025-10-18,S-09,MT-005,Meat,112,104,5,7.99
2025-11-08,S-05,PT-001,Pantry,92,89,0,1.99
2025-10-13,S-03,FP-004,Fresh Produce,47,41,3,5.99
2025-12-20,S-02,SN-004,Snacks,115,112,1,3.99
2025-11-16,S-06,PT-001,Pantry,91,88,1,1.99
2025-10-03,S-07,DA-003,Dairy,64,55,5,6.99
2025-10-26,S-10,PT-002,Pantry,103,100,2,2.49
2025-11-06,S-06,BV-001,Beverages,106,101,2,6.49
2025-11-27,S-02,BV-005,Beverages,98,94,1,3.99
2025-12-20,S-03,BK-001,Bakery,101,91,8,5.99
2025-11-23,S-10,PT-002,Pantry,71,71,0,2.49
2025-10-21,S-06,BK-005,Bakery,60,56,2,6.29
2025-11-04,S-10,HH-002,Household,70,66,1,3.49
2025-11-16,S-10,MT-004,Meat,77,72,4,6.49
2025-10-03,S-03,HL-002,Health,50,49,1,3.99
2025-10-27,S-03,SN-001,Snacks,33,33,0,4.29
2025-11-30,S-09,FP-004,Fresh Produce,23,18,1,5.99
2025-10-11,S-02,FZ-002,Frozen,99,99,0,5.49
2025-12-23,S-07,FZ-005,Frozen,49,47,0,3.99
2025-11-26,S-03,DA-004,Dairy,87,80,7,3.29
2025-10-05,S-06,BV-001,Beverages,80,77,1,6.49
2025-12-10,S-08,DA-004,Dairy,109,99,6,3.29
2025-12-16,S-08,HH-001,Household,115,110,2,11.99
2025-12-07,S-09,FZ-005,Frozen,64,62,1,3.99
2025-10-12,S-08,FZ-005,Frozen,66,63,1,3.99
2025-10-20,S-05,FP-001,Fresh Produce,20,18,1,2.49
2025-11-14,S-05,MT-001,Meat,88,84,1,9.99
2025-12-01,S-05,FP-001,Fresh Produce,118,110,6,2.49
2025-12-16,S-04,FP-001,Fresh Produce,90,83,4,2.49
2025-12-11,S-07,SN-001,Snacks,51,48,0,4.29
2025-11-18,S-04,FZ-002,Frozen,30,28,1,5.49
2025-12-06,S-10,HH-005,Household,107,104,1,12.49
2025-12-23,S-09,FZ-003,Frozen,72,72,0,2.99
2025-10-24,S-03,FZ-004,Frozen,34,30,1,7.49
2025-11-04,S-10,MT-002,Meat,44,41,2,7.49
2025-10-07,S-09,FP-002,Fresh Produce,43,37,4,3.99
2025-11-04,S-03,HL-001,Health,76,75,0,14.99
2025-10-12,S-03,FP-001,Fresh Produce,83,77,3,2.49
2025-11-09,S-08,BV-004,Beverages,79,77,0,4.49
2025-10-11,S-03,FP-004,Fresh Produce,54,50,4,5.99
2025-12-09,S-08,BK-002,Bakery,44,38,4,7.49
2025-11-18,S-01,DA-003,Dairy,118,106,9,6.99
2025-11-26,S-04,HL-003,Health,24,21,0,5.49
2025-10-13,S-09,HH-003,Household,46,42,1,8.99
2025-12-27,S-05,BV-001,Beverages,40,40,0,6.49
2025-11-02,S-08,HH-001,Household,58,56,0,11.99
2025-10-07,S-04,DA-003,Dairy,50,45,3,6.99
2025-10-02,S-03,FZ-003,Frozen,94,91,0,2.99
2025-11-01,S-01,FP-003,Fresh Produce,94,84,7,4.29
2025-12-28,S-10,DA-005,Dairy,67,61,5,4.99
2025-10-21,S-08,DA-001,Dairy,107,95,7,4.79
2025-10-08,S-01,BV-003,Beverages,102,102,0,12.99
2025-10-17,S-08,BK-005,Bakery,60,50,5,6.29
2025-11-14,S-08,HL-002,Health,44,41,0,3.99
2025-11-15,S-03,FZ-002,Frozen,25,21,1,5.49
2025-12-11,S-05,MT-005,Meat,109,99,6,7.99
2025-10-24,S-09,BV-003,Beverages,61,58,1,12.99
2025-12-16,S-09,BK-001,Bakery,28,24,1,5.99
2025-11-07,S-05,MT-005,Meat,66,58,3,7.99
2025-12-04,S-07,HL-002,Health,43,41,0,3.99
2025-12-19,S-04,BV-001,Beverages,112,109,0,6.49
2025-10-25,S-09,HH-004,Household,83,81,0,2.99
2025-11-11,S-07,HH-002,Household,61,61,0,3.49
2025-12-06,S-02,FP-003,Fresh Produce,36,35,1,4.29
2025-10-26,S-02,MT-002,Meat,44,39,1,7.49
2025-12-22,S-07,HH-003,Household,82,81,1,8.99
2025-11-16,S-04,PT-004,Pantry,111,111,0,3.49
2025-10-27,S-08,DA-001,Dairy,79,73,6,4.79
2025-11-16,S-09,HL-003,Health,73,72,1,5.49
2025-12-18,S-05,MT-004,Meat,25,22,1,6.49
2025-10-10,S-04,MT-004,Meat,32,31,0,6.49
2025-12-08,S-07,BK-003,Bakery,44,41,2,4.99
2025-12-12,S-03,PT-001,Pantry,115,110,2,1.99
2025-10-14,S-10,BV-003,Beverages,106,102,1,12.99
2025-10-14,S-03,BK-002,Bakery,90,84,4,7.49
2025-12-24,S-03,MT-005,Meat,96,89,5,7.99
2025-11-10,S-09,BV-001,Beverages,67,63,1,6.49
2025-11-11,S-10,FZ-001,Frozen,92,89,0,8.99
2025-12-10,S-05,BV-004,Beverages,77,73,1,4.49
2025-10-01,S-01,FZ-004,Frozen,96,95,0,7.49
2025-11-08,S-01,FZ-005,Frozen,48,46,0,3.99
2025-10-03,S-05,PT-001,Pantry,85,85,0,1.99
2025-10-05,S-08,BV-003,Beverages,39,37,0,12.99
2025-11-16,S-10,FZ-001,Frozen,49,46,1,8.99
2025-10-12,S-10,SN-001,Snacks,92,92,0,4.29
2025-11-11,S-08,BK-002,Bakery,82,70,7,7.49
2025-12-29,S-10,DA-002,Dairy,96,90,6,5.49
2025-12-13,S-07,DA-001,Dairy,119,115,2,4.79
2025-11-14,S-07,SN-002,Snacks,35,35,0,8.99
2025-12-21,S-07,FP-004,Fresh Produce,59,26,31,5.99
2025-12-09,S-10,DA-005,Dairy,61,57,3,4.99
2025-10-20,S-01,HH-004,Household,113,109,1,2.99
2025-12-16,S-10,MT-003,Meat,31,28,1,8.99
2025-11-20,S-03,DA-004,Dairy,63,58,1,3.29
2025-10-07,S-09,SN-001,Snacks,53,50,0,4.29
2025-12-04,S-07,HL-005,Health,109,108,0,4.49
2025-12-01,S-09,BK-003,Bakery,82,74,4,4.99
2025-10-26,S-09,PT-005,Pantry,114,111,2,4.99
2025-11-01,S-02,FZ-003,Frozen,119,116,1,2.99
2025-12-27,S-10,DA-001,Dairy,34,29,2,4.79
2025-11-16,S-06,BK-003,Bakery,61,54,2,4.99
2025-10-04,S-05,BK-001,Bakery,64,57,4,5.99
2025-12-19,S-03,SN-004,Snacks,25,24,0,3.99
2025-12-27,S-06,DA-005,Dairy,116,107,9,4.99
2025-10-15,S-01,FZ-001,Frozen,99,97,0,8.99
2025-10-02,S-06,HH-005,Household,34,30,1,12.49
2025-11-30,S-01,BV-002,Beverages,46,45,0,5.99
2025-12-09,S-09,HL-004,Health,53,51,1,9.99
2025-12-28,S-01,BV-005,Beverages,94,92,0,3.99
2025-10-22,S-01,FZ-004,Frozen,45,44,1,7.49
2025-11-29,S-01,FP-005,Fresh Produce,69,59,5,6.49
2025-12-24,S-06,DA-002,Dairy,22,17,0,5.49
2025-11-19,S-04,BV-005,Beverages,85,83,0,3.99
2025-12-02,S-10,MT-005,Meat,31,26,1,7.99
2025-11-28,S-09,HL-001,Health,22,21,0,14.99
2025-12-07,S-05,BV-002,Beverages,82,80,1,5.99
2025-10-03,S-06,HH-004,Household,65,62,1,2.99
2025-10-31,S-09,FZ-003,Frozen,27,23,1,2.99
2025-10-04,S-09,FZ-003,Frozen,48,46,0,2.99
2025-11-20,S-03,DA-001,Dairy,113,103,5,4.79
2025-12-18,S-04,SN-002,Snacks,50,47,0,8.99
2025-11-09,S-10,BV-002,Beverages,77,76,0,5.99
2025-12-23,S-03,PT-003,Pantry,89,88,0,8.99
2025-11-09,S-09,DA-004,Dairy,75,67,7,3.29
2025-12-23,S-10,BK-001,Bakery,60,55,1,5.99
2025-10-16,S-03,BV-001,Beverages,38,36,0,6.49
2025-11-22,S-07,FZ-005,Frozen,76,74,1,3.99
2025-10-25,S-02,DA-004,Dairy,43,39,0,3.29
2025-12-18,S-05,PT-004,Pantry,92,91,0,3.49
2025-10-30,S-01,BV-003,Beverages,30,28,1,12.99
2025-12-04,S-10,MT-001,Meat,111,103,7,9.99
2025-11-19,S-08,MT-001,Meat,37,35,1,9.99
2025-10-05,S-07,HL-004,Health,21,17,1,9.99
2025-10-29,S-04,HL-004,Health,46,45,0,9.99
2025-11-26,S-10,MT-002,Meat,108,101,4,7.49
2025-11-01,S-07,SN-001,Snacks,119,116,0,4.29
2025-11-10,S-07,PT-005,Pantry,115,113,2,4.99
2025-12-06,S-02,SN-004,Snacks,78,77,0,3.99
2025-12-06,S-09,SN-001,Snacks,114,111,0,4.29
2025-12-06,S-01,BK-003,Bakery,57,52,3,4.99
2025-11-06,S-08,BK-001,Bakery,74,71,3,5.99
2025-12-28,S-09,DA-005,Dairy,79,70,6,4.99
2025-10-12,S-09,DA-003,Dairy,43,35,3,6.99
2025-12-09,S-03,SN-001,Snacks,72,68,1,4.29
2025-10-04,S-03,SN-005,Snacks,95,92,0,4.49
2025-10-12,S-05,BV-001,Beverages,108,105,2,6.49
2025-10-16,S-02,DA-003,Dairy,110,102,6,6.99
2025-10-11,S-09,HL-001,Health,69,66,0,14.99
2025-12-10,S-07,FP-003,Fresh Produce,118,64,52,4.29
2025-12-12,S-03,BK-001,Bakery,38,32,1,5.99
2025-10-07,S-07,FZ-005,Frozen,59,56,1,3.99
2025-12-20,S-03,DA-003,Dairy,36,33,3,6.99
2025-12-19,S-05,FP-001,Fresh Produce,78,71,4,2.49
2025-12-09,S-01,PT-004,Pantry,83,82,0,3.49
2025-12-15,S-08,SN-005,Snacks,72,71,1,4.49
2025-12-16,S-10,FP-001,Fresh Produce,51,45,4,2.49
2025-12-19,S-09,BK-004,Bakery,26,26,0,3.49
2025-12-23,S-06,FP-003,Fresh Produce,38,30,3,4.29
2025-12-13,S-10,FZ-005,Frozen,62,62,0,3.99
2025-10-14,S-07,BK-002,Bakery,40,34,2,7.49
2025-12-24,S-10,PT-002,Pantry,120,117,2,2.49
2025-11-28,S-10,BV-004,Beverages,24,22,0,4.49
2025-11-11,S-06,BV-005,Beverages,28,27,1,3.99
2025-11-07,S-08,DA-004,Dairy,35,31,2,3.29
2025-11-12,S-09,SN-002,Snacks,87,86,0,8.99
2025-12-18,S-01,DA-002,Dairy,93,81,7,5.49
2025-12-07,S-02,MT-001,Meat,112,99,8,9.99
2025-11-06,S-07,PT-004,Pantry,60,57,1,3.49
2025-10-17,S-10,PT-002,Pantry,83,79,1,2.49
2025-10-24,S-10,BK-005,Bakery,110,105,4,6.29
2025-10-01,S-02,FP-002,Fresh Produce,79,74,5,3.99
2025-10-27,S-10,SN-002,Snacks,72,70,0,8.99
2025-11-14,S-09,HH-001,Household,47,46,0,11.99
2025-12-28,S-05,FZ-002,Frozen,28,25,1,5.49
2025-12-04,S-09,BV-001,Beverages,118,118,0,6.49
2025-12-27,S-06,BV-002,Beverages,70,69,0,5.99
2025-10-25,S-06,BV-002,Beverages,106,102,1,5.99
2025-10-05,S-03,MT-001,Meat,39,33,2,9.99
2025-11-12,S-08,SN-002,Snacks,115,113,0,8.99
2025-12-12,S-06,PT-001,Pantry,88,87,0,1.99
2025-12-13,S-06,BV-003,Beverages,28,26,0,12.99
2025-10-04,S-06,BV-005,Beverages,100,97,2,3.99
2025-12-13,S-10,BV-005,Beverages,43,41,0,3.99
2025-11-10,S-01,FZ-003,Frozen,72,69,0,2.99
2025-10-31,S-06,SN-004,Snacks,58,56,0,3.99
2025-10-23,S-02,BV-004,Beverages,120,119,0,4.49
2025-10-12,S-08,MT-003,Meat,23,18,1,8.99
2025-10-20,S-04,BV-002,Beverages,81,78,1,5.99
2025-10-19,S-02,MT-004,Meat,106,95,10,6.49
2025-10-05,S-08,BV-005,Beverages,111,109,2,3.99
2025-10-01,S-05,FP-003,Fresh Produce,107,98,9,4.29
2025-11-12,S-08,FP-003,Fresh Produce,33,26,2,4.29
2025-11-09,S-01,PT-002,Pantry,117,115,1,2.49
2025-11-11,S-04,BK-003,Bakery,56,52,2,4.99
2025-11-26,S-02,FZ-003,Frozen,39,37,0,2.99
2025-10-15,S-01,PT-005,Pantry,91,90,0,4.99
2025-12-09,S-06,PT-001,Pantry,60,58,1,1.99
2025-11-06,S-10,FZ-001,Frozen,41,39,0,8.99
2025-12-18,S-06,MT-005,Meat,76,75,1,7.99
2025-11-30,S-01,DA-002,Dairy,69,65,1,5.49
2025-11-20,S-03,HL-001,Health,96,93,1,14.99
2025-11-09,S-06,BK-003,Bakery,111,99,8,4.99
2025-10-11,S-08,PT-002,Pantry,36,33,0,2.49
2025-10-13,S-08,FZ-005,Frozen,107,102,2,3.99
2025-11-30,S-04,BK-005,Bakery,38,31,3,6.29
2025-11-03,S-06,SN-001,Snacks,43,40,1,4.29
2025-11-28,S-08,FP-002,Fresh Produce,28,25,1,3.99
2025-12-01,S-08,BK-001,Bakery,56,48,4,5.99
2025-12-13,S-03,MT-003,Meat,33,27,1,8.99
2025-10-14,S-06,PT-001,Pantry,103,101,0,1.99
2025-12-08,S-08,SN-001,Snacks,95,93,1,4.29
2025-12-19,S-04,PT-001,Pantry,40,36,1,1.99
2025-10-09,S-06,BK-004,Bakery,108,98,7,3.49
2025-12-12,S-06,MT-005,Meat,108,99,4,7.99
2025-12-25,S-02,HL-003,Health,111,106,2,5.49
2025-10-15,S-10,PT-004,Pantry,79,78,1,3.49
2025-11-26,S-03,FZ-005,Frozen,71,71,0,3.99
2025-12-27,S-10,HL-005,Health,68,64,1,4.49
2025-12-22,S-01,DA-001,Dairy,47,39,4,4.79
2025-12-21,S-01,HL-004,Health,38,35,0,9.99
2025-12-08,S-05,BV-005,Beverages,98,96,1,3.99
2025-10-27,S-06,FZ-005,Frozen,92,88,1,3.99
2025-11-14,S-02,PT-003,Pantry,21,19,1,8.99
2025-11-07,S-01,BV-004,Beverages,90,90,0,4.49
2025-12-11,S-06,DA-003,Dairy,56,51,4,6.99
2025-11-25,S-10,SN-001,Snacks,100,96,1,4.29
2025-11-21,S-07,SN-003,Snacks,89,88,0,5.49
2025-11-30,S-03,BK-003,Bakery,91,85,4,4.99
2025-11-23,S-03,FZ-004,Frozen,105,104,0,7.49
2025-10-02,S-02,HH-002,Household,22,19,0,3.49
2025-12-24,S-07,DA-004,Dairy,30,27,0,3.29
2025-11-28,S-10,SN-003,Snacks,99,96,0,5.49
2025-12-05,S-07,PT-001,Pantry,77,74,1,1.99
2025-10-29,S-03,SN-003,Snacks,97,94,0,5.49
2025-10-31,S-09,FZ-003,Frozen,72,71,1,2.99
2025-10-05,S-10,MT-001,Meat,110,101,5,9.99
2025-12-01,S-02,DA-005,Dairy,113,103,8,4.99
2025-11-29,S-09,DA-001,Dairy,86,79,7,4.79
2025-11-01,S-08,HH-001,Household,114,112,2,11.99
2025-12-27,S-09,PT-003,Pantry,59,57,0,8.99
2025-12-08,S-01,MT-001,Meat,78,71,4,9.99
2025-12-13,S-06,SN-002,Snacks,65,62,1,8.99
2025-10-22,S-01,HH-005,Household,96,93,1,12.49
2025-10-08,S-08,PT-003,Pantry,41,39,0,8.99
2025-12-19,S-01,FZ-004,Frozen,82,81,0,7.49
2025-12-04,S-02,FZ-003,Frozen,52,50,0,2.99
2025-11-05,S-05,FP-001,Fresh Produce,114,110,3,2.49
2025-12-15,S-03,HH-003,Household,77,75,1,8.99
2025-11-03,S-04,MT-002,Meat,43,40,3,7.49
2025-11-13,S-02,DA-005,Dairy,96,86,9,4.99
2025-12-03,S-07,HL-005,Health,69,66,0,4.49
2025-12-21,S-03,BK-004,Bakery,93,84,7,3.49
2025-10-07,S-05,HL-004,Health,34,33,0,9.99
2025-11-29,S-07,MT-001,Meat,58,51,3,9.99
2025-10-30,S-07,HH-004,Household,110,106,1,2.99
2025-11-03,S-03,MT-004,Meat,75,71,1,6.49
2025-11-18,S-06,MT-004,Meat,107,97,10,6.49
2025-12-08,S-06,SN-003,Snacks,98,95,1,5.49
2025-11-04,S-05,DA-002,Dairy,52,46,3,5.49
2025-11-29,S-04,HL-002,Health,106,103,2,3.99
2025-12-06,S-06,HH-004,Household,108,106,0,2.99
2025-12-10,S-01,HH-004,Household,21,21,0,2.99
2025-11-22,S-02,MT-004,Meat,33,29,2,6.49
2025-10-29,S-05,FZ-002,Frozen,44,44,0,5.49
2025-12-19,S-02,FP-004,Fresh Produce,96,89,6,5.99
2025-12-16,S-02,HL-001,Health,35,34,0,14.99
2025-11-18,S-10,BK-002,Bakery,34,30,2,7.49
2025-11-07,S-08,HH-003,Household,29,26,1,8.99
2025-11-24,S-06,FZ-002,Frozen,40,38,0,5.49
2025-10-08,S-07,BV-005,Beverages,62,60,0,3.99
2025-11-03,S-03,SN-004,Snacks,28,26,1,3.99
2025-12-18,S-07,BK-002,Bakery,102,95,6,7.49
2025-12-09,S-07,BK-004,Bakery,98,88,7,3.49
2025-11-03,S-02,FP-003,Fresh Produce,29,24,0,4.29
2025-11-02,S-08,FP-002,Fresh Produce,83,76,2,3.99
2025-10-01,S-01,HH-003,Household,69,67,1,8.99
2025-12-29,S-06,SN-001,Snacks,93,90,0,4.29
2025-12-01,S-07,SN-001,Snacks,113,112,0,4.29
2025-10-01,S-07,HH-005,Household,119,118,1,12.49
2025-12-12,S-09,BV-003,Beverages,62,58,1,12.99
2025-10-08,S-02,BV-004,Beverages,88,87,1,4.49
2025-11-28,S-05,HH-002,Household,45,45,0,3.49
2025-11-19,S-04,FZ-005,Frozen,109,108,1,3.99
2025-12-20,S-06,MT-002,Meat,30,25,2,7.49
2025-10-25,S-03,FP-003,Fresh Produce,44,40,0,4.29
2025-10-31,S-08,BV-005,Beverages,28,24,1,3.99
2025-12-08,S-08,FP-002,Fresh Produce,24,21,1,3.99
2025-10-06,S-07,DA-003,Dairy,47,39,3,6.99
2025-12-06,S-08,HH-004,Household,88,87,0,2.99
2025-10-10,S-01,HL-003,Health,38,37,1,5.49
2025-11-30,S-10,FP-003,Fresh Produce,51,47,3,4.29
2025-10-02,S-03,HH-001,Household,26,25,1,11.99
2025-11-28,S-10,BK-001,Bakery,95,93,2,5.99
2025-10-15,S-08,PT-004,Pantry,98,98,0,3.49
2025-10-26,S-07,BV-002,Beverages,114,109,2,5.99
2025-11-11,S-02,HH-004,Household,93,91,0,2.99
2025-10-28,S-01,PT-003,Pantry,42,41,1,8.99
2025-10-16,S-05,DA-005,Dairy,116,105,6,4.99
2025-11-17,S-09,BK-001,Bakery,76,69,3,5.99
2025-10-06,S-03,DA-002,Dairy,100,93,6,5.49
2025-10-03,S-08,DA-001,Dairy,20,20,0,4.79
2025-12-23,S-10,FZ-004,Frozen,73,71,1,7.49
2025-10-27,S-03,HH-001,Household,54,50,1,11.99
2025-10-31,S-03,PT-005,Pantry,108,107,0,4.99
2025-12-03,S-10,DA-001,Dairy,100,90,8,4.79
2025-11-14,S-07,FP-001,Fresh Produce,91,50,41,2.49
2025-12-07,S-02,PT-005,Pantry,66,63,0,4.99
2025-12-20,S-04,FZ-003,Frozen,26,26,0,2.99
2025-10-20,S-08,MT-002,Meat,42,41,1,7.49
2025-10-07,S-06,FZ-004,Frozen,46,43,1,7.49
2025-11-12,S-10,HL-004,Health,78,78,0,9.99
2025-10-07,S-09,BK-002,Bakery,40,34,3,7.49
2025-12-05,S-02,FP-005,Fresh Produce,50,43,3,6.49
2025-12-14,S-06,SN-002,Snacks,45,43,1,8.99
2025-10-15,S-06,BK-005,Bakery,32,28,1,6.29
2025-10-26,S-07,BK-005,Bakery,29,25,1,6.29
2025-10-07,S-07,DA-005,Dairy,47,40,4,4.99
2025-10-23,S-07,BV-004,Beverages,37,35,1,4.49
2025-12-20,S-06,FZ-003,Frozen,45,43,1,2.99
2025-10-05,S-10,FP-004,Fresh Produce,55,51,1,5.99
2025-11-28,S-07,BK-001,Bakery,117,110,5,5.99
2025-12-17,S-03,HH-001,Household,98,97,0,11.99
2025-10-12,S-07,MT-004,Meat,82,74,7,6.49
2025-12-15,S-08,SN-005,Snacks,55,52,0,4.49
2025-11-01,S-04,BV-001,Beverages,75,74,0,6.49
2025-12-13,S-01,SN-002,Snacks,25,22,0,8.99
2025-12-04,S-01,SN-003,Snacks,87,83,1,5.49
2025-12-29,S-02,SN-004,Snacks,83,83,0,3.99
2025-12-11,S-01,HH-005,Household,113,111,1,12.49
2025-10-17,S-06,FZ-004,Frozen,50,50,0,7.49
2025-12-01,S-05,BK-001,Bakery,110,100,6,5.99
2025-12-14,S-01,SN-005,Snacks,79,76,0,4.49
2025-10-24,S-06,HH-001,Household,79,79,0,11.99
2025-11-19,S-06,MT-004,Meat,24,21,1,6.49
2025-12-29,S-10,MT-005,Meat,93,81,7,7.99
2025-10-11,S-10,BV-002,Beverages,114,112,0,5.99
2025-10-07,S-02,BV-005,Beverages,66,65,1,3.99
2025-11-16,S-06,BK-002,Bakery,102,96,6,7.49
2025-12-11,S-04,DA-004,Dairy,62,60,2,3.29
2025-12-23,S-08,HL-003,Health,116,113,2,5.49
2025-10-29,S-06,BV-003,Beverages,54,51,1,12.99
2025-10-07,S-02,BV-004,Beverages,64,60,1,4.49
2025-12-04,S-09,DA-003,Dairy,80,69,6,6.99
2025-12-08,S-05,SN-004,Snacks,99,98,1,3.99
2025-10-25,S-08,DA-001,Dairy,30,28,1,4.79
2025-11-06,S-02,DA-002,Dairy,41,35,1,5.49
2025-10-19,S-08,DA-005,Dairy,46,39,2,4.99
2025-10-03,S-05,SN-002,Snacks,107,104,2,8.99
2025-11-30,S-06,SN-002,Snacks,76,74,0,8.99
2025-10-25,S-02,FP-002,Fresh Produce,49,41,4,3.99
2025-12-22,S-06,SN-002,Snacks,94,91,1,8.99
2025-12-02,S-10,HH-003,Household,109,104,2,8.99
2025-11-28,S-05,PT-002,Pantry,36,34,1,2.49
2025-11-03,S-04,MT-001,Meat,67,61,6,9.99
2025-10-19,S-06,FZ-004,Frozen,78,77,0,7.49
2025-12-08,S-05,BK-002,Bakery,42,34,3,7.49
2025-12-25,S-03,BK-001,Bakery,50,47,1,5.99
2025-12-13,S-03,SN-004,Snacks,53,51,1,3.99
2025-10-27,S-09,HL-001,Health,24,21,1,14.99
2025-10-19,S-06,SN-004,Snacks,89,87,0,3.99
2025-10-16,S-01,SN-001,Snacks,83,80,0,4.29
2025-11-10,S-03,FP-001,Fresh Produce,114,103,7,2.49
2025-11-12,S-05,MT-001,Meat,57,48,5,9.99
2025-12-25,S-03,PT-002,Pantry,113,110,1,2.49
2025-12-28,S-02,HL-002,Health,81,80,0,3.99
2025-12-26,S-09,DA-003,Dairy,59,54,1,6.99
2025-10-29,S-08,BV-003,Beverages,31,30,1,12.99
2025-12-17,S-04,PT-003,Pantry,87,85,0,8.99
2025-10-26,S-01,DA-001,Dairy,88,76,7,4.79
2025-12-25,S-02,MT-003,Meat,70,66,2,8.99
2025-12-17,S-10,MT-003,Meat,27,23,2,8.99
2025-11-20,S-03,HL-001,Health,74,70,1,14.99
2025-11-17,S-01,FZ-004,Frozen,64,61,1,7.49
2025-11-27,S-09,DA-001,Dairy,47,41,3,4.79
2025-11-23,S-08,FZ-004,Frozen,40,36,1,7.49
2025-10-18,S-10,PT-004,Pantry,31,30,0,3.49
2025-11-08,S-08,MT-004,Meat,62,57,1,6.49
2025-11-18,S-02,FP-001,Fresh Produce,72,65,5,2.49
2025-11-23,S-03,PT-001,Pantry,79,78,0,1.99
2025-10-24,S-07,FZ-004,Frozen,90,89,1,7.49
2025-11-08,S-10,FZ-005,Frozen,83,81,1,3.99
2025-10-04,S-01,DA-005,Dairy,53,46,2,4.99
2025-12-21,S-08,DA-003,Dairy,103,94,7,6.99
2025-11-23,S-03,MT-002,Meat,108,101,7,7.49
2025-10-16,S-05,MT-002,Meat,28,25,1,7.49
2025-12-14,S-08,PT-002,Pantry,75,71,1,2.49
2025-12-28,S-02,BV-004,Beverages,85,83,0,4.49
2025-10-21,S-10,FP-004,Fresh Produce,38,32,1,5.99
2025-10-18,S-06,BK-001,Bakery,26,22,1,5.99
2025-12-21,S-06,FP-004,Fresh Produce,57,50,2,5.99
2025-10-10,S-09,BK-003,Bakery,118,110,8,4.99
2025-12-16,S-03,MT-005,Meat,61,51,5,7.99
2025-11-08,S-05,HH-004,Household,109,105,2,2.99
2025-10-13,S-09,PT-003,Pantry,65,65,0,8.99
2025-10-18,S-09,FZ-004,Frozen,67,63,1,7.49
2025-11-13,S-03,DA-002,Dairy,47,45,1,5.49
2025-10-25,S-09,PT-005,Pantry,108,106,2,4.99
2025-11-23,S-08,FP-005,Fresh Produce,34,32,2,6.49
2025-12-01,S-06,FZ-005,Frozen,108,106,1,3.99
2025-11-26,S-10,MT-004,Meat,117,105,11,6.49
2025-11-08,S-01,HL-003,Health,35,34,0,5.49
2025-12-28,S-03,HH-005,Household,49,47,1,12.49
2025-10-27,S-03,DA-001,Dairy,74,69,5,4.79
2025-10-10,S-01,HL-005,Health,81,80,1,4.49
2025-10-26,S-02,FP-003,Fresh Produce,104,98,6,4.29
2025-11-30,S-02,FZ-002,Frozen,25,23,0,5.49
2025-12-25,S-01,HL-004,Health,32,31,0,9.99
2025-12-15,S-04,BK-002,Bakery,105,100,5,7.49
2025-10-19,S-05,PT-003,Pantry,64,62,1,8.99
2025-12-04,S-10,FZ-001,Frozen,84,84,0,8.99
2025-12-14,S-01,MT-004,Meat,47,42,3,6.49
2025-10-22,S-09,FP-001,Fresh Produce,112,108,3,2.49
2025-12-04,S-08,BV-004,Beverages,109,106,2,4.49
2025-11-26,S-02,BK-002,Bakery,65,56,6,7.49
2025-10-28,S-09,BK-005,Bakery,72,68,2,6.29
2025-10-16,S-08,DA-003,Dairy,86,82,2,6.99
2025-11-06,S-09,HL-002,Health,25,23,0,3.99
2025-12-03,S-02,BV-005,Beverages,56,53,1,3.99
2025-12-27,S-08,BK-005,Bakery,90,83,4,6.29
2025-10-25,S-02,MT-001,Meat,106,101,5,9.99
2025-12-26,S-08,HH-004,Household,33,29,1,2.99
2025-12-06,S-02,DA-003,Dairy,38,32,1,6.99
2025-12-15,S-02,HL-003,Health,41,39,0,5.49
2025-10-26,S-06,BK-003,Bakery,96,85,8,4.99
2025-10-16,S-04,SN-003,Snacks,112,109,1,5.49
2025-12-14,S-10,FZ-003,Frozen,116,111,2,2.99
2025-11-15,S-08,HH-003,Household,97,93,1,8.99
2025-12-05,S-05,DA-005,Dairy,118,112,6,4.99
2025-11-02,S-08,MT-002,Meat,49,45,3,7.49
2025-10-04,S-02,HL-003,Health,26,23,0,5.49
2025-12-26,S-01,BK-002,Bakery,68,62,4,7.49
2025-10-20,S-05,PT-005,Pantry,99,99,0,4.99
2025-12-24,S-09,HL-005,Health,83,81,1,4.49
2025-11-07,S-08,MT-002,Meat,84,79,3,7.49
2025-12-09,S-09,FP-002,Fresh Produce,117,112,2,3.99
2025-10-16,S-07,SN-004,Snacks,60,56,1,3.99
